case	distancePaper	distanceNosotros	optimos
2557	6699	4465	5260
2558	4298	2908	3433
2559	3198	2208	2722
2560	3563	2788	3146
2561	0	345	508
2562	3198	2351	2896
2563	0	975	1425
2564	0	746	1021
2565	2898	1677	2089
2566	3999	1965	2583
2567	3899	3157	3507
2568	1098	625	993
2569	2230	1583	2016
2570	0	3647	4295
2571	7699	4739	5759
2572	4399	3034	3556
2573	3098	2097	2788
2574	0	3701	4378
2575	0	501	655
2576	2296	1652	2098
2577	2897	2016	2283
2578	3365	2493	2958
2579	2797	2097	2549
2580	6099	3703	4379
2581	166	181	365
2582	4599	3658	4112
2583	2399	1711	1985
2584	3298	2103	2531
2585	1581	720	1434
2586	0	5402	6055
2587	3463	2321	2856
2588	2797	2142	2521
2589	0	1705	1974
2590	2197	1300	1759
2591	1581	1285	1458
2592	1976	1472	1718
2593	3363	2034	2605
2594	2998	1942	2424
2595	4399	2942	3645
2596	1397	647	1260
2597	2499	1451	1928
2598	0	3132	3583
2599	4058	2497	3242
2600	1697	1359	1539
2601	2869	2052	2327
2602	4299	3113	3655
2603	0	2537	3176
2604	1599	1179	1445
2605	5099	3429	4036
2606	3698	1991	2478
2607	3166	1957	2675
2608	5299	4210	4844
2609	0	1207	1664
2610	1995	1325	1576
2611	2098	1573	1821
2612	2056	1603	1860
2613	161	189	380
2614	1199	465	726
2615	0	1777	2068
2616	2898	2269	2639
2617	5199	3831	4480
2618	0	1861	2294
2619	1382	636	1305
2620	0	814	1060
2621	5699	4101	4746
2622	978	707	884
2623	3698	2816	3225
2624	1979	1179	1817
2625	1399	909	1265
2626	2297	1082	1535
2627	2898	1499	1821
2628	4299	3235	3820
2629	2297	1363	1743
2630	176	189	366
2631	2699	1798	2461
2632	1665	1076	1495
2633	0	545	819
2634	775	365	722
2635	0	2670	3109
2636	1880	1043	1337
2637	917	440	614
2638	334	352	727
2639	3599	2490	3140
2640	1999	1136	1363
2641	1162	535	1060
2642	0	4417	5030
2643	0	1511	2030
2644	3999	2609	3131
2645	3298	2452	2990
2646	4399	3266	3973
2647	0	620	801
2648	4399	2702	3354
2649	1998	1139	1704
2650	4398	2852	3262
2651	1743	1165	1520
2652	2499	1764	1935
2653	2841	1908	2361
2654	0	470	731
2655	3499	2337	3017
2656	898	310	468
2657	4454	3098	3748
2658	2499	1803	2176
2659	1597	719	1442
2660	4098	2563	3098
2661	0	442	619
2662	4299	2657	3356
2663	1858	1085	1324
2664	2598	1922	2253
2665	3099	1795	2420
2666	1159	214	531
2667	4599	3542	4164
2668	4799	3918	4371
2669	3499	2404	2822
2670	0	3235	3623
2671	0	1378	1812
2672	798	554	735
2673	2497	1832	2066
2674	2399	1839	2027
2675	4498	3360	3965
2676	272	285	541
2677	1196	729	1081
2678	4299	3029	3580
2679	4999	3133	3923
2680	368	378	736
2681	1074	630	974
2682	5299	3096	3755
2683	2098	1228	1840
2684	2799	1757	2247
2685	0	644	841
2686	0	552	724
2687	269	370	651
2688	4598	3413	4015
2689	1063	686	814
2690	0	718	1083
2691	1498	1174	1368
2692	3697	2595	3326
2693	0	3760	4405
2694	0	551	830
2695	0	4505	5086
2696	3899	2519	3272
2697	1598	1078	1272
2698	2998	1838	2414
2699	5147	3193	3773
2700	179	188	371
2701	979	468	941
2702	5199	3490	4245
2703	2399	1267	1524
2704	1534	1257	1431
2705	7499	5372	6178
2706	189	482	759
2707	0	1192	1547
2708	3165	2081	2750
2709	4099	2970	3591
2710	178	195	365
2711	1399	1100	1280
2712	1099	833	1017
2713	3799	2585	3192
2714	1979	1517	1798
2715	1798	1130	1496
2716	1195	548	1073
2717	5999	4415	5140
2718	176	368	540
2719	2199	1330	1794
2720	1898	1202	1461
2721	0	704	870
2722	3898	3028	3547
2723	6199	4568	5196
2724	1197	553	1086
2725	0	423	549
2726	0	2406	2915
2727	959	517	897
2728	0	2996	3624
2729	0	2882	3555
2730	1062	508	710
2731	0	4149	4832
2732	1399	625	1271
2733	0	2765	3284
2734	1566	1267	1438
2735	184	190	361
2736	3799	2703	3410
2737	0	3655	4321
2738	1497	872	1325
2739	5999	3966	4694
2740	1186	696	1019
2741	1151	519	1047
2742	4499	3376	3955
2743	2998	1999	2758
2744	0	2081	2532
2745	1518	835	1352
2746	174	272	448
2747	7399	4575	5425
2748	1996	1341	1794
2749	5599	4086	4854
2750	0	2881	3539
2751	0	3271	3936
2752	247	260	520
2753	1187	506	1042
2754	1397	993	1270
2755	3898	2822	3286
2756	999	533	792
2757	5099	3768	4290
2758	4553	2952	3377
2759	4199	3076	3798
2760	3298	1944	2413
2761	4999	3761	4419
2762	2671	1789	2444
2763	1187	561	1082
2764	1399	795	1125
2765	6198	4358	5177
2766	1298	659	1099
2767	1399	660	1274
2768	1939	1518	1790
2769	2599	2079	2350
2770	4299	2457	2878
2771	3098	2328	2774
2772	164	189	369
2773	4698	3609	4119
2774	5246	3376	4068
2775	2399	1490	1894
2776	4999	2936	3698
2777	4499	3064	3601
2778	4399	3052	3471
2779	5298	3202	3973
2780	0	1226	1570
2781	0	1160	1873
2782	3860	2661	3061
2783	5399	3841	4589
2784	4016	3152	3515
2785	4998	3348	4019
2786	5899	4197	4927
2787	1196	525	1046
2788	4699	3145	3604
2789	3097	2067	2793
2790	0	2191	2419
2791	2599	1665	2086
2792	2098	1487	1773
2793	2298	1666	2000
2794	1095	828	1026
2795	0	4871	5634
2796	235	259	534
2797	2177	1667	1939
2798	843	614	784
2799	1899	1288	1741
2800	1899	1222	1606
2801	0	3357	3955
2802	0	561	751
2803	1383	832	1051
2804	2399	1757	2015
2805	182	488	672
2806	1662	941	1489
2807	1999	1428	1754
2808	1499	880	1148
2809	110	221	355
2810	3598	2352	2752
2811	2599	2043	2295
2812	1780	1255	1625
2813	0	1553	1951
2814	3899	2569	3117
2815	2097	1651	1908
2816	267	275	563
2817	0	652	1000
2818	2199	1480	1934
2819	1198	554	1077
2820	0	1506	1717
2821	1498	1097	1347
2822	1697	1228	1447
2823	1398	815	1100
2824	0	522	776
2825	2197	1647	1850
2826	2327	1716	2007
2827	0	2067	2516
2828	1899	1591	1784
2829	1583	939	1245
2830	2547	1602	2128
2831	235	265	526
2832	989	437	901
2833	4099	2745	3251
2834	1381	641	1262
2835	794	534	731
2836	0	754	929
2837	4115	3101	3620
2838	4999	3819	4399
2839	0	376	546
2840	0	1146	1603
2841	3599	2113	2777
2842	0	635	897
2843	0	548	720
2844	0	1053	1653
2845	1186	800	1073
2846	224	257	532
2847	0	3507	3973
2848	1799	1089	1539
2849	2374	1666	2006
2850	1599	707	1435
2851	2298	1275	1851
2852	1996	1541	1807
2853	2798	1810	2311
2854	3399	2599	3047
2855	370	381	729
2856	1382	606	1220
2857	3499	2199	2872
2858	1823	1220	1580
2859	2155	1239	1532
2860	2671	2050	2388
2861	0	1346	1900
2862	3899	3033	3587
2863	261	460	740
2864	4399	3375	4003
2865	0	5024	5624
2866	157	345	527
2867	1798	1361	1646
2868	1163	859	1033
2869	2397	1435	1816
2870	3798	2883	3327
2871	7699	6130	6842
2872	0	337	483
2873	3699	2355	2938
2874	3499	2868	3238
2875	0	638	986
2876	2253	1625	1973
2877	4299	3434	3813
2878	1497	1178	1377
2879	3266	2444	2976
2880	3099	2464	2756
2881	0	3024	3720
2882	989	450	896
2883	1598	963	1250
2884	0	1772	2454
2885	2199	1272	1880
2886	4099	3126	3667
2887	0	1057	1586
2888	5199	3430	4128
2889	3098	2221	2873
2890	3798	2581	3167
2891	2771	1661	2285
2892	2699	1834	2320
2893	1799	1268	1458
2894	1997	1468	1832
2895	3099	2013	2436
2896	3798	2650	3225
2897	3298	2289	2864
2898	5499	3719	4124
2899	0	891	1326
2900	3899	2761	3482
2901	2499	1569	2019
2902	5599	4495	5035
2903	347	365	730
2904	2056	1074	1342
2905	0	1649	2038
2906	2699	1784	2403
2907	3166	2104	2586
2908	3266	2315	2789
2909	0	3543	4307
2910	5399	3644	4298
2911	782	366	711
2912	3761	2456	2878
2913	0	1160	1792
2914	3365	2275	2763
2915	2596	1722	2354
2916	6398	4127	4985
2917	3199	2388	2827
2918	2770	1691	2205
2919	0	534	714
2920	2474	1666	2261
2921	3799	2791	3265
2922	180	185	361
2923	1898	1013	1620
2924	2498	1627	2023
2925	0	1005	1375
2926	0	2744	3498
2927	168	181	364
2928	1779	1174	1473
2929	4299	2546	3100
2930	1125	779	1041
2931	1399	615	1231
2932	0	738	931
2933	263	294	558
2934	1467	1087	1361
2935	3699	2468	2873
2936	5399	4321	4848
2937	2298	1243	1793
2938	1286	728	1195
2939	2869	1778	2083
2940	1999	1508	1773
2941	267	277	531
2942	1697	1387	1586
2943	4798	3831	4290
2944	3799	2310	2705
2945	2698	2184	2473
2946	1370	614	1242
2947	5898	4001	4609
2948	5299	3849	4371
2949	0	997	1558
2950	4698	3413	4140
2951	3098	2132	2803
2952	997	448	908
2953	1567	1097	1346
2954	2096	1600	1828
2955	4256	3215	3776
2956	6699	4828	5467
2957	3798	2425	2961
2958	794	545	715
2959	1451	504	719
2960	2077	1313	1804
2961	2302	1815	2078
2962	1797	906	1181
2963	0	454	745
2964	4198	3259	3707
2965	4899	3348	3909
2966	0	386	564
2967	0	533	795
2968	999	453	918
2969	3599	2412	3032
2970	989	732	918
2971	1580	733	1489
2972	0	626	908
2973	0	345	506
2974	1581	1263	1431
2975	1799	1373	1635
2976	885	538	800
2977	0	2219	2832
2978	1978	1524	1791
2979	1398	622	1261
2980	949	445	880
2981	2274	1781	2042
2982	1097	616	972
2983	0	471	652
2984	5599	4185	4782
2985	0	2202	2477
2986	3299	2225	2777
2987	2298	1629	2070
2988	2099	1255	1887
2989	4399	2830	3285
2990	5699	4149	4824
2991	4198	3196	3668
2992	3761	2631	3220
2993	1595	1281	1393
2994	3399	1935	2352
2995	4355	2536	3156
2996	0	351	532
2997	1399	639	1260
2998	782	353	711
2999	3899	2956	3489
3000	1899	1375	1727
3001	3599	2497	3012
3002	0	727	1107
3003	1398	836	1086
3004	3499	1831	2291
3005	180	361	529
3006	1499	918	1177
3007	3099	2107	2609
3008	2099	1609	1883
3009	1384	862	1165
3010	965	454	897
3011	1357	615	1233
3012	2297	1302	1764
3013	0	716	843
3014	168	180	365
3015	4399	3073	3488
3016	1880	1405	1533
3017	3958	3170	3624
3018	2176	1307	1730
3019	346	357	734
3020	1899	1075	1721
3021	2375	1400	2114
3022	1496	1114	1384
3023	2152	1219	1560
3024	1682	990	1525
3025	2799	2006	2424
3026	0	1641	2081
3027	3398	2736	3106
3028	0	1291	1935
3029	0	368	538
3030	4499	3559	4118
3031	985	737	924
3032	2939	2140	2676
3033	0	812	1007
3034	0	3372	4063
3035	0	471	766
3036	4699	3365	3962
3037	927	407	600
3038	775	369	720
3039	0	1888	2642
3040	5699	3753	4414
3041	2298	1677	2022
3042	1467	1045	1321
3043	0	724	916
3044	4499	3096	3633
3045	1598	1266	1447
3046	176	195	388
3047	0	3372	3951
3048	355	372	737
3049	4198	2817	3396
3050	2327	1360	1766
3051	0	311	450
3052	0	2540	2893
3053	6699	5105	5751
3054	1285	1010	1204
3055	0	2474	2847
3056	1567	900	1440
3057	5899	3197	4026
3058	3998	3019	3568
3059	1780	1225	1580
3060	1469	1141	1296
3061	1797	1315	1595
3062	1997	1392	1728
3063	1532	891	1412
3064	0	1516	1913
3065	3599	2477	3181
3066	1581	1057	1180
3067	0	2476	2910
3068	4199	3342	3726
3069	1199	543	1071
3070	2153	1262	1785
3071	1449	1046	1296
3072	1370	647	1054
3073	899	491	734
3074	1919	681	954
3075	2799	2076	2539
3076	7399	5989	6701
3077	5199	3956	4583
3078	3599	2784	3223
3079	1196	542	1071
3080	5599	3340	3895
3081	1550	1088	1446
3082	265	274	542
3083	1665	982	1447
3084	3698	2500	3022
3085	118	306	450
3086	3165	2384	2812
3087	3198	2516	2863
3088	430	459	899
3089	2297	1355	2077
3090	0	918	1291
3091	1086	819	986
3092	0	1335	2058
3093	2296	1688	2048
3094	6999	4855	5768
3095	251	261	534
3096	4698	2880	3548
3097	2899	1870	2576
3098	7099	5669	6388
3099	5899	4060	4785
3100	1087	606	903
3101	1499	610	883
3102	6099	4412	5099
3103	0	348	525
3104	3499	2794	3132
3105	977	450	887
3106	201	385	615
3107	2998	2193	2728
3108	2299	1538	1906
3109	0	813	1093
3110	0	2249	2618
3111	3562	2043	2706
3112	5999	4210	4972
3113	5048	3190	3754
3114	237	258	533
3115	2176	1252	1896
3116	3899	2859	3241
3117	1398	1091	1200
3118	2999	2157	2627
3119	1599	899	1350
3120	97	190	362
3121	0	2462	3006
3122	1395	1133	1320
3123	5299	3502	4043
3124	1186	635	986
3125	0	1650	1936
3126	2599	1864	2236
3127	4311	3391	3827
3128	0	893	1492
3129	0	822	1085
3130	151	523	706
3131	2870	2274	2614
3132	3498	1840	2548
3133	6199	4394	5075
3134	2969	2303	2651
3135	2799	2256	2513
3136	3699	2463	2912
3137	5444	3261	3907
3138	1583	996	1432
3139	883	555	724
3140	1382	1005	1142
3141	4699	3524	4046
3142	1997	1310	1760
3143	986	437	891
3144	5399	4209	4837
3145	4999	3704	4321
3146	335	347	711
3147	4298	3311	3722
3148	0	2960	3555
3149	5999	3824	4576
3150	0	3668	4326
3151	1074	643	997
3152	4499	3326	3968
3153	1384	986	1260
3154	241	259	524
3155	1597	763	1488
3156	154	438	633
3157	3397	2670	3044
3158	0	3630	4290
3159	1697	1243	1507
3160	4599	3149	3814
3161	236	259	518
3162	6699	5131	5830
3163	0	3960	4471
3164	3399	2158	2782
3165	5399	4251	4856
3166	0	1709	2225
3167	1161	795	1050
3168	1698	1287	1568
3169	324	343	693
3170	1096	585	700
3171	0	455	649
3172	0	1404	2073
3173	0	794	1228
3174	434	457	902
3175	1097	828	1010
3176	7099	5269	6024
3177	2598	1616	2221
3178	1567	716	1434
3179	1697	978	1533
3180	2599	1734	2393
3181	4098	2746	3396
3182	1181	533	1077
3183	2099	1553	1786
3184	3999	2322	2831
3185	1699	1348	1544
3186	346	363	717
3187	3364	1784	2258
3188	3198	2149	2662
3189	1595	1290	1481
3190	0	503	735
3191	0	709	899
3192	1369	601	1217
3193	351	362	729
3194	995	452	895
3195	3098	2140	2513
3196	2297	1508	1936
3197	4399	3299	3820
3198	0	799	1171
3199	3959	2037	2758
3200	0	1111	1454
3201	3299	2336	2896
3202	5799	3987	4628
3203	3958	2482	2928
3204	2869	1833	2432
3205	4199	2841	3365
3206	1296	727	1188
3207	0	1107	1672
3208	2571	1538	2036
3209	1175	890	1067
3210	3299	1679	2241
3211	441	467	934
3212	266	273	539
3213	2598	1726	1949
3214	3562	2562	3175
3215	4699	3546	4032
3216	753	486	594
3217	3799	2674	3279
3218	0	2416	2814
3219	0	442	623
3220	1997	1185	1608
3221	0	376	542
3222	1797	1000	1500
3223	404	426	857
3224	0	1137	1399
3225	0	2667	3310
3226	1583	941	1277
3227	1197	842	1123
3228	177	348	543
3229	2899	1730	2470
3230	2474	1638	2245
3231	1979	1184	1631
3232	0	637	943
3233	1398	1100	1279
3234	1699	1302	1447
3235	3598	1963	2505
3236	167	186	382
3237	2998	1908	2537
3238	2474	1009	1330
3239	3699	2324	3116
3240	899	556	826
3241	0	322	558
3242	1682	1374	1546
3243	1175	705	991
3244	2497	1569	2211
3245	3798	2743	3475
3246	5399	3058	3710
3247	2198	1235	1935
3248	3899	2850	3381
3249	0	735	976
3250	783	354	721
3251	2999	2105	2484
3252	1185	892	1079
3253	4599	2754	3447
3254	1297	996	1102
3255	264	548	813
3256	6899	4626	5396
3257	1366	621	1260
3258	0	3211	3648
3259	1299	734	1219
3260	3959	2466	2991
3261	578	272	530
3262	3999	2624	3067
3263	3298	2330	2719
3264	1369	594	1220
3265	0	1500	1884
3266	5099	3443	4062
3267	0	1128	1398
3268	0	717	896
3269	241	249	495
3270	1273	982	1163
3271	3499	2453	3006
3272	3036	1840	2324
3273	3598	2816	3236
3274	2154	1657	1941
3275	6299	4129	4887
3276	2374	1403	2100
3277	0	545	715
3278	3998	3000	3495
3279	0	2949	3458
3280	6599	4740	5293
3281	1369	996	1276
3282	2573	2063	2285
3283	1397	648	1244
3284	247	263	539
3285	3198	2052	2575
3286	2999	1991	2724
3287	3037	1948	2612
3288	2799	2079	2524
3289	4699	2880	3563
3290	2998	1963	2736
3291	4699	3595	4198
3292	2798	1897	2407
3293	1897	1345	1686
3294	0	4740	5425
3295	2498	1450	1784
3296	6434	4246	4885
3297	3067	2268	2716
3298	3099	1842	2284
3299	1726	1099	1434
3300	1397	636	1263
3301	1583	707	1429
3302	1580	745	1466
3303	4299	2953	3580
3304	2397	1731	1985
3305	177	180	358
3306	2298	1617	2031
3307	1065	787	960
3308	4058	2834	3348
3309	5199	3705	4314
3310	1648	1177	1390
3311	3499	1932	2366
3312	249	263	529
3313	5199	4132	4687
3314	0	1220	1694
3315	3199	2213	2779
3316	1284	711	1143
3317	2398	1680	2120
3318	994	451	913
3319	167	189	357
3320	2199	1367	1996
3321	1297	629	827
3322	167	455	645
3323	169	356	543
3324	3167	2205	2567
3325	1895	1193	1567
3326	351	362	723
3327	0	3148	3655
3328	3563	2086	2657
3329	2999	2217	2656
3330	7099	4528	5446
3331	4699	3274	3896
3332	2375	1785	2124
3333	2299	1317	1708
3334	790	369	728
3335	2199	1762	2048
3336	0	525	620
3337	0	4424	4974
3338	2099	1445	1891
3339	0	1248	1620
3340	2999	2212	2567
3341	249	265	534
3342	1898	1102	1757
3343	5999	3931	4601
3344	1482	1069	1348
3345	1195	871	1061
3346	1997	1547	1811
3347	5499	4076	4673
3348	0	754	925
3349	2797	1935	2398
3350	1973	1298	1690
3351	1170	514	1034
3352	3499	1952	2559
3353	2698	2098	2442
3354	2898	1823	2537
3355	0	3189	3812
3356	1483	787	1055
3357	5199	3173	3806
3358	1598	892	1244
3359	7099	5004	5774
3360	4355	2864	3529
3361	0	3618	4044
3362	2299	1444	1884
3363	0	3561	4099
3364	2251	1601	1850
3365	2799	1919	2412
3366	1879	1553	1729
3367	2771	1406	1961
3368	0	850	1003
3369	0	896	1356
3370	791	359	741
3371	3599	2759	3158
3372	996	524	731
3373	170	188	361
3374	3563	2579	3154
3375	2299	1324	2028
3376	2198	1700	1971
3377	2645	1831	2213
3378	1399	622	1270
3379	2599	1582	2200
3380	2297	1604	2055
3381	4298	2861	3587
3382	0	614	713
3383	1797	1498	1687
3384	5899	4401	4976
3385	3999	2901	3509
3386	3299	2467	2855
3387	1452	727	898
3388	2799	1694	2038
3389	6599	4343	5068
3390	2099	1469	1829
3391	2997	2038	2582
3392	1998	1286	1665
3393	4799	3263	4064
3394	1744	970	1516
3395	0	440	707
3396	2297	1605	2050
3397	460	479	954
3398	764	552	728
3399	4099	3026	3510
3400	0	2493	3130
3401	0	530	876
3402	0	2276	2906
3403	142	166	364
3404	2799	1894	2376
3405	1382	614	1252
3406	3299	2199	2713
3407	782	527	714
3408	1171	701	1063
3409	1198	909	1101
3410	0	2090	2656
3411	6099	4674	5381
3412	187	196	374
3413	0	1214	1631
3414	5799	3793	4544
3415	0	552	842
3416	350	359	753
3417	1898	1104	1737
3418	0	899	1466
3419	2598	2060	2353
3420	1483	726	992
3421	1798	1186	1447
3422	2373	1402	2117
3423	4999	3833	4419
3424	2645	1730	2208
3425	3265	2126	2627
3426	2474	1859	2218
3427	1860	1530	1710
3428	0	985	1528
3429	4699	3519	4065
3430	3199	2512	2827
3431	2474	1870	2202
3432	4057	3263	3688
3433	916	612	872
3434	0	1095	1627
3435	2099	1187	1733
3436	1596	935	1264
3437	999	435	897
3438	4409	3463	3920
3439	3399	2392	2965
3440	2798	1630	2278
3441	2399	1435	1862
3442	6099	3508	4293
3443	1399	636	1286
3444	2671	1688	2126
3445	1599	1189	1471
3446	0	722	916
3447	0	1762	2040
3448	0	3339	3696
3449	2999	1865	2622
3450	5799	3984	4784
3451	0	837	1191
3452	1197	940	1117
3453	2743	1591	2087
3454	2276	1491	1998
3455	739	512	681
3456	1798	1266	1589
3457	7299	4951	5648
3458	2474	1449	1808
3459	3699	2869	3195
3460	6038	3391	4171
3461	2299	1515	2028
3462	5599	3205	3823
3463	1198	906	1082
3464	0	2947	3451
3465	262	447	717
3466	0	2049	2640
3467	1596	1308	1497
3468	3561	2637	3173
3469	0	1831	2342
3470	2571	1822	2380
3471	0	3122	3628
3472	7099	5124	5800
3473	0	4305	5046
3474	4199	2531	3122
3475	1582	704	1424
3476	1498	962	1303
3477	1699	1187	1551
3478	1384	942	1096
3479	2299	1818	2011
3480	1597	1130	1296
3481	1395	646	1262
3482	1499	991	1256
3483	0	824	1015
3484	766	372	707
3485	1598	910	1452
3486	1896	1536	1720
3487	0	5510	6161
3488	1483	875	1313
3489	0	868	1143
3490	0	4237	4829
3491	1481	1184	1359
3492	2078	1223	1794
3493	3599	2521	3257
3494	2351	1528	1948
3495	0	683	906
3496	4599	3452	4052
3497	2177	1469	1926
3498	1398	1080	1251
3499	6198	3580	4284
3500	2797	1986	2493
3501	1682	1245	1523
3502	4998	3476	4108
3503	2096	1301	1834
3504	997	451	896
3505	0	474	658
3506	2771	1996	2520
3507	0	375	562
3508	2969	1230	1773
3509	1998	1145	1703
3510	4899	3123	3770
3511	5399	4032	4635
3512	155	178	339
3513	2276	1582	2030
3514	0	2715	3288
3515	3698	2640	3257
3516	1663	1053	1483
3517	2096	1412	1746
3518	203	488	704
3519	3199	2284	2769
3520	4058	2790	3298
3521	3398	2390	2853
3522	162	450	533
3523	2498	1824	2209
3524	4199	3030	3556
3525	0	2972	3468
3526	249	261	522
3527	7099	5495	6245
3528	0	561	653
3529	1370	609	1257
3530	5599	3519	4201
3531	998	492	815
3532	242	353	620
3533	6199	4287	4999
3534	3899	2678	3254
3535	256	264	530
3536	2499	1828	2185
3537	0	2837	3294
3538	334	356	729
3539	5543	3909	4655
3540	0	4134	4739
3541	262	268	537
3542	1976	1509	1710
3543	1599	1207	1465
3544	2799	1519	1949
3545	4499	3438	3986
3546	2999	1902	2477
3547	0	4515	5211
3548	1382	647	1289
3549	5999	4079	4823
3550	0	1071	1619
3551	1285	884	1139
3552	0	1640	1890
3553	1681	1108	1325
3554	3899	2450	3036
3555	1198	540	1084
3556	1199	532	1039
3557	0	352	538
3558	995	462	915
3559	2798	1715	2334
3560	1395	1115	1283
3561	3699	2930	3401
3562	3299	2564	3039
3563	5099	2951	3645
3564	2997	1992	2344
3565	2869	1679	2056
3566	7299	4852	5713
3567	3999	2643	3326
3568	3098	2185	2748
3569	1999	1218	1869
3570	3099	2056	2781
3571	0	1337	2024
3572	2199	1718	1981
3573	3498	2685	3018
3574	3799	2576	3269
3575	1997	1539	1820
3576	1382	997	1133
3577	2998	1916	2574
3578	5999	3342	4247
3579	2598	1441	1897
3580	999	713	898
3581	127	405	523
3582	337	351	717
3583	0	4617	5251
3584	1484	1157	1339
3585	5399	3895	4585
3586	3298	2334	2850
3587	0	422	592
3588	3067	1787	2322
3589	0	2205	2728
3590	3898	2156	2897
3591	5799	4448	5159
3592	5198	3615	4278
3593	0	2996	3520
3594	3998	3160	3570
3595	6099	3600	4316
3596	0	631	981
3597	3798	2892	3396
3598	265	282	564
3599	0	1299	1749
3600	1397	994	1268
3601	989	462	919
3602	1380	1101	1289
3603	252	450	713
3604	782	366	724
3605	3199	2038	2717
3606	2133	1053	1312
3607	1682	908	1246
3608	0	2441	3169
3609	0	715	900
3610	4949	3044	3609
3611	0	622	800
3612	1171	806	1061
3613	2298	1768	2038
3614	3298	2220	2583
3615	3699	2608	3063
3616	6499	4734	5410
3617	0	451	625
3618	3499	2324	2830
3619	1385	629	1250
3620	7399	5036	5725
3621	0	2641	2985
3622	2799	1871	2388
3623	273	293	550
3624	1186	542	1093
3625	162	177	345
3626	2298	1427	1920
3627	1898	1037	1618
3628	5799	4446	5077
3629	0	530	714
3630	355	370	744
3631	0	1592	1864
3632	3297	2106	2720
3633	696	424	558
3634	1185	556	1077
3635	0	1072	1692
3636	0	718	1167
3637	2276	1483	1955
3638	1880	1504	1696
3639	2968	2092	2620
3640	0	3103	3593
3641	1598	1276	1466
3642	431	448	906
3643	4599	3330	4052
3644	2398	1869	2142
3645	1396	868	1106
3646	3099	2499	2859
3647	1246	993	1166
3648	978	551	908
3649	3399	2714	3069
3650	4699	3275	3966
3651	1096	635	998
3652	2375	1478	1772
3653	0	433	616
3654	1198	813	996
3655	1385	790	1181
3656	2177	1409	1970
3657	2839	2223	2587
3658	7127	4710	5525
3659	4498	3514	3954
3660	170	183	363
3661	0	3012	3671
3662	6699	4619	5275
3663	993	459	882
3664	1795	1175	1634
3665	958	449	888
3666	1597	1187	1356
3667	148	160	338
3668	2399	1687	2095
3669	3799	2781	3532
3670	4849	2882	3697
3671	4299	3102	3833
3672	5199	4049	4624
3673	1354	615	1223
3674	887	465	629
3675	1878	1517	1679
3676	2177	1419	1978
3677	1796	1299	1664
3678	0	1121	1757
3679	857	534	643
3680	6434	4353	5034
3681	894	563	852
3682	6398	4824	5422
3683	2998	1982	2521
3684	0	2117	2600
3685	3860	2436	3023
3686	3299	2570	3012
3687	1187	565	1112
3688	6299	4153	5026
3689	1663	1063	1463
3690	1698	1246	1521
3691	1565	697	910
3692	4499	3220	3868
3693	2699	1698	2261
3694	3199	2375	2933
3695	3498	2518	2968
3696	5098	3840	4304
3697	2177	1608	1986
3698	1997	1139	1791
3699	0	1261	1884
3700	2799	1753	2284
3701	260	276	550
3702	4099	2960	3702
3703	2799	2062	2524
3704	1880	1538	1718
3705	1087	628	954
3706	1198	846	1114
3707	1383	795	1173
3708	2099	1288	1736
3709	0	847	1307
3710	0	960	1491
3711	2573	2043	2325
3712	2698	1826	2459
3713	4699	3222	3891
3714	0	2210	2640
3715	3399	2624	2975
3716	1199	650	982
3717	3598	2283	2878
3718	1383	748	953
3719	2198	1222	1674
3720	4298	2452	3009
3721	0	3438	3891
3722	0	1108	1291
3723	1597	910	1444
3724	3299	2514	2907
3725	1173	690	985
3726	0	1499	1718
3727	798	365	733
3728	2297	1723	1946
3729	2097	1605	1898
3730	1583	1137	1300
3731	3299	1937	2446
3732	1582	869	1340
3733	2299	1336	2054
3734	1398	656	1291
3735	0	1942	2371
3736	4799	3863	4334
3737	2077	1482	1825
3738	1999	1415	1768
3739	5399	4080	4629
3740	2176	1367	1879
3741	0	705	899
3742	4398	3375	3918
3743	2798	2268	2542
3744	3526	2487	3105
3745	0	738	913
3746	0	277	462
3747	976	453	897
3748	3699	2354	3018
3749	1567	724	1424
3750	1798	1216	1492
3751	2546	1282	1808
3752	5299	3964	4479
3753	2198	1741	2006
3754	0	366	551
3755	2275	1521	1950
3756	3599	2750	3142
3757	6099	4132	4937
3758	4299	3332	3770
3759	0	461	688
3760	0	3391	4202
3761	412	425	865
3762	253	269	554
3763	2177	1323	1782
3764	2798	1808	2237
3765	1397	625	1254
3766	2999	1801	2486
3767	5399	3199	3957
3768	2375	1584	2192
3769	5298	4134	4748
3770	4899	3444	4105
3771	1160	687	953
3772	3597	2261	2963
3773	1498	813	1366
3774	0	1036	1577
3775	0	1998	2362
3776	0	2341	2819
3777	3299	2545	3010
3778	1395	764	1177
3779	985	625	642
3780	2499	1430	1780
3781	0	1860	2260
3782	3799	3016	3399
3783	2571	1713	2355
3784	3398	2342	2785
3785	3999	2285	2783
3786	5198	4052	4588
3787	5399	4306	4826
3788	5099	3944	4658
3789	5199	3517	4267
3790	2297	1377	2001
3791	6533	4862	5677
3792	0	1422	1714
3793	3799	2460	2938
3794	2098	1202	1826
3795	1880	1252	1646
3796	1282	892	1168
3797	2499	1903	2257
3798	2599	2017	2272
3799	1959	1116	1406
3800	1599	1236	1366
3801	0	2385	2920
3802	4399	2839	3508
3803	2375	1611	2163
3804	5298	4243	4886
3805	0	755	1063
3806	2078	1206	1752
